city,date,fare,ride_id,driver_count,type
New Kimberlyborough,2018-01-30 21:46:18,29.09,8587116438511,33,Urban
Port Johnbury,2018-04-11 10:26:44,9.1,7804751879143,3,Urban
West Patrickchester,2018-04-19 03:26:10,44.5,8638322986256,25,Urban
West Robert,2018-01-11 11:10:10,5.16,1592591668312,39,Urban
New Paulton,2018-03-28 03:35:48,14.94,3703489461658,44,Urban
South Latoya,2018-03-19 16:19:22,31.72,363818381250,10,Urban
Robertport,2018-02-18 15:01:19,43.47,7995689882173,12,Urban
Valentineton,2018-01-19 19:40:33,6.71,9052705381572,45,Urban
South Latoya,2018-01-18 20:09:27,10.98,7144193668593,10,Urban
Simpsonburgh,2018-01-12 04:35:48,24.83,3151662422628,21,Urban
West Patrickchester,2018-02-12 16:33:18,22.64,4553727088647,25,Urban
Richardfort,2018-04-17 02:26:37,23.0,720020655850,38,Urban
Hurleymouth,2018-02-20 10:47:47,17.07,7023698303898,36,Urban
Leahton,2018-01-27 08:09:59,29.36,2921814447813,17,Urban
West Anthony,2018-04-29 01:12:26,27.04,4375353573218,70,Urban
New Kimberlyborough,2018-01-05 09:33:59,39.47,2812686066656,33,Urban
South Latoya,2018-03-19 22:03:13,40.29,660212576580,10,Urban
Williamsstad,2018-04-12 12:30:28,17.57,7099676230210,59,Urban
South Karenland,2018-02-01 19:45:09,31.64,9377347717139,4,Urban
North Jason,2018-04-16 15:23:51,24.07,9726118672366,6,Urban
West Angela,2018-01-27 09:35:35,9.24,2623127281275,48,Urban
Lake Danielberg,2018-02-08 05:58:51,10.31,2464526787162,19,Urban
Port Samanthamouth,2018-04-06 13:42:16,24.18,8484624581374,57,Urban
New Jacobville,2018-02-09 02:25:28,37.51,5692071338561,50,Urban
New Kimberlyborough,2018-03-10 13:55:17,10.83,1558582913618,33,Urban
New Kimberlyborough,2018-01-08 18:59:23,13.34,626984358861,33,Urban
Karenberg,2018-03-05 01:38:53,44.1,9226782716583,22,Urban
South Phillip,2018-04-11 10:09:51,21.06,4832097145304,38,Urban
Loganberg,2018-01-20 01:34:06,38.66,7239150907201,23,Urban
Carriemouth,2018-05-01 04:53:47,10.97,8792105073561,52,Urban
West Patrickchester,2018-01-21 14:48:10,19.44,2088367820569,25,Urban
Martinezhaven,2018-02-07 21:45:45,4.31,9333328117367,25,Urban
Karenside,2018-01-08 08:49:26,22.64,2411622219363,5,Urban
North Jason,2018-03-24 07:40:47,32.72,7960288695592,6,Urban
Lake Danielberg,2018-03-28 09:56:51,28.53,9808251785117,19,Urban
Pattyland,2018-04-03 03:29:52,14.06,5399011565161,59,Urban
Pattyland,2018-02-21 17:53:52,7.06,5808457670013,59,Urban
Loganberg,2018-01-11 04:27:00,44.34,1376539129772,23,Urban
Leahton,2018-02-28 13:10:56,9.08,8197500470005,17,Urban
Reynoldsfurt,2018-01-17 21:35:17,24.84,5000179618056,67,Urban
Raymondhaven,2018-02-22 23:54:55,7.64,7311722757336,11,Urban
South Latoya,2018-02-12 22:59:02,5.54,839760150140,10,Urban
Lake Scottton,2018-01-18 02:32:38,31.92,5706292854110,58,Urban
Port David,2018-02-24 22:20:33,35.63,3354533588717,7,Urban
Roberthaven,2018-04-05 14:01:28,31.09,1016221662728,47,Urban
Rogerston,2018-03-24 02:56:21,39.6,9196190355530,25,Urban
Karenberg,2018-04-27 14:57:38,44.73,3800715746753,22,Urban
Martinezhaven,2018-04-14 16:26:12,32.57,971301770681,25,Urban
South Evanton,2018-01-20 23:10:11,25.94,3431712132166,11,Urban
North Jasmine,2018-04-26 12:08:00,35.33,6857334790152,33,Urban
Hurleymouth,2018-01-12 01:19:37,10.64,8125602737085,36,Urban
West Robert,2018-03-07 15:57:52,12.22,2705603518423,39,Urban
Deanville,2018-04-21 23:32:00,33.37,7763075637368,49,Urban
South Michelleport,2018-01-09 01:48:18,10.68,3236914422707,72,Urban
Royland,2018-02-02 12:51:14,42.52,7835417212110,64,Urban
Rodneyfort,2018-04-10 23:38:24,25.4,9060368477501,34,Urban
North Madeline,2018-01-12 09:42:16,20.82,8114793919394,19,Urban
Lake Danielberg,2018-04-28 04:00:40,39.82,7889097267847,19,Urban
Port Johnbury,2018-05-02 12:46:00,42.42,3245384693395,3,Urban
Richardfort,2018-04-21 03:44:04,9.54,3698147103219,38,Urban
Liumouth,2018-03-22 04:06:56,33.1,3678560093519,69,Urban
Roberthaven,2018-01-21 19:25:49,23.14,4939144549549,47,Urban
Amandaburgh,2018-01-21 04:12:54,9.26,5528427024492,12,Urban
South Evanton,2018-04-25 00:37:43,26.84,1539243695029,11,Urban
Port Samanthamouth,2018-03-25 13:20:36,34.94,821746998655,57,Urban
South Michelleport,2018-03-13 04:21:16,10.44,5684862759907,72,Urban
North Madeline,2018-01-14 03:43:39,31.88,8713001121613,19,Urban
Hurleymouth,2018-03-17 06:50:12,29.95,5225181132639,36,Urban
Port David,2018-04-10 14:27:37,26.68,5361385420513,7,Urban
Pattyland,2018-02-10 02:55:45,24.39,7264853866807,59,Urban
Liumouth,2018-03-17 19:21:42,19.05,9118269983987,69,Urban
Robertport,2018-04-03 01:20:38,15.14,6669724727514,12,Urban
Hurleymouth,2018-04-01 06:26:40,9.94,4063425632467,36,Urban
West Samuelburgh,2018-04-17 11:25:21,15.03,4021528530189,73,Urban
South Phillip,2018-03-18 04:11:03,17.57,8431004701020,38,Urban
West Josephberg,2018-01-29 02:13:40,7.58,6142965001815,45,Urban
Roberthaven,2018-02-16 10:23:48,14.95,6653679183105,47,Urban
West Christopherberg,2018-03-27 23:57:27,21.55,2201807083816,32,Urban
Christopherfurt,2018-03-30 13:15:56,31.3,7457133283931,41,Urban
Hurleymouth,2018-02-01 03:23:46,22.39,6071733738137,36,Urban
Port Frank,2018-03-16 20:54:05,30.24,1454211942922,23,Urban
Lake Danielberg,2018-01-16 11:59:09,20.07,8448605657090,19,Urban
West Ericstad,2018-03-28 13:29:17,22.28,3135272644045,25,Urban
Karenside,2018-03-11 16:18:17,44.29,3269160721454,5,Urban
South Evanton,2018-03-17 00:31:07,36.31,2783523386780,11,Urban
West Heidi,2018-05-05 15:47:32,37.75,3646773323549,28,Urban
Robertport,2018-02-28 22:50:15,13.39,681044064878,12,Urban
South Jack,2018-01-05 11:31:02,13.14,6809752015805,46,Urban
West Josephberg,2018-02-28 18:19:01,11.1,3529532452493,45,Urban
Port Frank,2018-03-26 19:09:42,28.83,889804632019,23,Urban
Barajasview,2018-02-19 02:25:34,26.83,937248382509,26,Urban
Justinberg,2018-01-03 22:50:12,5.81,9261156860363,39,Urban
North Barbara,2018-04-17 02:49:28,39.18,3503287273107,18,Urban
West Angela,2018-03-08 13:24:07,4.92,5445148182471,48,Urban
South Latoya,2018-03-19 07:54:20,30.03,9560331347461,10,Urban
Hurleymouth,2018-01-18 10:59:29,4.66,8622877858946,36,Urban
Johnton,2018-04-05 07:12:55,22.87,1030619542522,27,Urban
Carriemouth,2018-03-27 02:11:44,38.69,4407120983828,52,Urban
Reynoldsfurt,2018-04-19 00:56:32,13.63,7990078064277,67,Urban
Christopherfurt,2018-03-16 19:46:26,19.61,2290365678398,41,Urban
Liumouth,2018-04-28 00:26:35,5.42,8026921363989,69,Urban
New Kimberlyborough,2018-03-19 07:17:50,15.78,6414956560879,33,Urban
Martinezhaven,2018-03-07 12:26:18,23.55,7385334795420,25,Urban
East Kaylahaven,2018-04-06 16:17:11,35.79,8930600376156,65,Urban
Simpsonburgh,2018-04-26 09:31:22,33.71,2597478534819,21,Urban
Lake Jonathanshire,2018-01-28 00:07:00,5.67,9756573174778,5,Urban
Robertport,2018-04-19 19:45:44,39.57,3970344404659,12,Urban
South Karenland,2018-03-20 10:34:54,33.24,3097268591514,4,Urban
Raymondhaven,2018-03-07 20:59:06,17.66,9257559713061,11,Urban
Port David,2018-02-18 14:47:10,20.16,1847433349462,7,Urban
Royland,2018-02-20 19:14:49,38.28,3616647988532,64,Urban
East Kaylahaven,2018-01-29 07:28:20,41.62,7157222598785,65,Urban
Valentineton,2018-02-23 11:46:09,19.99,9658410514993,45,Urban
Martinezhaven,2018-03-12 10:02:28,21.18,4046813358675,25,Urban
South Phillip,2018-02-19 20:47:52,28.62,4408026801766,38,Urban
Royland,2018-05-04 02:54:31,15.14,4988285663911,64,Urban
West Heidi,2018-02-05 19:24:40,24.32,426277253824,28,Urban
East Kaylahaven,2018-02-28 16:46:23,33.72,1224917954969,65,Urban
New Kimberlyborough,2018-04-03 16:27:42,14.73,9083112202235,33,Urban
South Karenland,2018-01-10 23:48:39,37.58,7165967611782,4,Urban
Richardfort,2018-02-03 00:14:26,29.04,4982665519010,38,Urban
Justinberg,2018-03-10 05:15:34,22.43,5552741571929,39,Urban
Huntermouth,2018-03-21 08:44:32,32.42,3393252517981,37,Urban
Roberthaven,2018-03-22 04:19:27,34.69,1772989496998,47,Urban
West Heidi,2018-03-11 16:10:27,43.45,4654877028801,28,Urban
Raymondhaven,2018-02-17 02:06:40,39.7,3251742665126,11,Urban
Karenside,2018-04-16 23:13:24,39.32,3155939101247,5,Urban
Rogerston,2018-03-16 20:49:51,43.82,4718959573846,25,Urban
Port Johnbury,2018-04-28 16:29:16,36.42,273965502753,3,Urban
West Josephberg,2018-01-18 12:47:59,43.85,9654655899765,45,Urban
North Jasmine,2018-02-05 22:28:38,19.21,6785090593864,33,Urban
Loganberg,2018-04-10 04:59:53,35.97,8828009078941,23,Urban
Barajasview,2018-04-15 20:37:17,17.76,8098247711287,26,Urban
New Paulton,2018-04-17 20:05:26,44.43,338360694028,44,Urban
West Angela,2018-01-19 00:36:52,40.4,740626207222,48,Urban
North Jasmine,2018-02-18 03:09:59,31.49,9759084210607,33,Urban
North Barbara,2018-02-11 18:51:20,43.26,8973500869212,18,Urban
Rogerston,2018-03-02 00:54:29,25.14,1722619288127,25,Urban
Williamsstad,2018-02-21 10:56:41,4.9,7176452471538,59,Urban
South Jack,2018-01-14 17:06:37,40.65,5440570608100,46,Urban
West Anthony,2018-04-15 11:02:50,43.82,4381502138184,70,Urban
Royland,2018-02-12 01:18:02,44.33,5324586781265,64,Urban
West Angela,2018-04-03 14:44:18,23.52,4843054118477,48,Urban
Liumouth,2018-02-22 03:55:59,6.39,8116526250811,69,Urban
Amandaburgh,2018-04-19 16:30:12,6.27,4400632718421,12,Urban
West Ericstad,2018-01-23 10:13:17,10.12,8035850217034,25,Urban
South Jack,2018-01-15 05:51:27,5.58,1793901526227,46,Urban
Barajasview,2018-05-02 21:02:33,17.12,4628923040888,26,Urban
Amandaburgh,2018-03-20 07:40:33,27.45,3701008274871,12,Urban
East Kaylahaven,2018-03-17 23:54:01,8.62,1953430308989,65,Urban
Port Samanthamouth,2018-01-27 00:57:25,28.46,882650442979,57,Urban
New Paulville,2018-01-25 15:19:45,15.04,7529441865090,44,Urban
West Anthony,2018-04-03 02:42:50,10.56,3762871811396,70,Urban
Raymondhaven,2018-01-06 20:15:24,21.19,9473615555967,11,Urban
Rogerston,2018-01-03 21:45:19,36.28,7090350986768,25,Urban
Port David,2018-04-02 16:53:49,41.14,2694440573613,7,Urban
North Markport,2018-02-08 22:01:28,34.69,2742194758388,22,Urban
West Angela,2018-03-04 17:50:37,20.72,1784730761330,48,Urban
South Michelleport,2018-04-21 18:31:07,21.98,5893808238950,72,Urban
Port Frank,2018-02-10 08:14:32,40.82,6386241535933,23,Urban
Rogerston,2018-02-14 05:24:26,19.42,8770692552959,25,Urban
Joneschester,2018-04-02 04:52:55,10.52,4970367967024,39,Urban
South Karenland,2018-03-17 01:22:44,23.26,556550826022,4,Urban
West Angela,2018-05-05 14:17:49,23.66,9188266805735,48,Urban
Royland,2018-02-10 13:50:42,11.24,4949540975576,64,Urban
Christopherfurt,2018-01-30 22:09:42,6.32,4289780319755,41,Urban
Barajasview,2018-04-09 08:10:39,39.36,1801612492097,26,Urban
Christopherfurt,2018-02-08 11:46:15,25.76,951780836764,41,Urban
Leahton,2018-01-13 00:03:43,9.37,4669655714135,17,Urban
Port Angela,2018-04-15 23:02:22,20.16,6490089576161,67,Urban
Loganberg,2018-01-13 23:53:09,41.86,7045605197277,23,Urban
West Heidi,2018-02-24 04:41:39,40.8,4274249900056,28,Urban
Robertport,2018-02-24 22:01:38,8.48,2892772641554,12,Urban
Karenside,2018-03-14 17:07:27,16.31,8818349412178,5,Urban
West Christopherberg,2018-03-20 03:04:47,42.83,6898409001667,32,Urban
West Gabriel,2018-01-15 14:51:33,13.38,7560918647139,57,Urban
Simpsonburgh,2018-04-01 04:02:50,25.65,2869643436519,21,Urban
West Robert,2018-05-04 04:36:23,5.36,9799481382484,39,Urban
Loganberg,2018-02-17 07:58:51,44.47,3541067049177,23,Urban
West Anthony,2018-04-20 20:13:28,11.85,4274669968599,70,Urban
Jerryton,2018-05-01 17:20:29,4.97,8096395372343,64,Urban
North Jasmine,2018-03-04 16:59:24,42.58,8864577115428,33,Urban
North Madeline,2018-01-26 02:37:54,5.59,3676436575718,19,Urban
Royland,2018-03-25 18:17:04,7.09,5660295214299,64,Urban
New Paulton,2018-01-21 17:04:11,18.3,3721166159643,44,Urban
Richardfort,2018-02-08 15:50:12,16.55,2270463070874,38,Urban
Barajasview,2018-02-03 09:58:39,39.39,9437995336707,26,Urban
Pattyland,2018-04-18 23:27:09,28.66,2342400848379,59,Urban
West Christopherberg,2018-02-17 03:30:47,4.4,4353113095330,32,Urban
Grahamburgh,2018-02-25 12:18:38,14.51,6157111914475,61,Urban
New Kimberlyborough,2018-04-11 10:38:15,12.01,135528560801,33,Urban
North Madeline,2018-05-02 23:25:49,11.94,7526664843423,19,Urban
Simpsonburgh,2018-04-12 19:38:44,22.45,7811391600020,21,Urban
Martinezhaven,2018-02-16 17:25:31,15.33,9810609975378,25,Urban
West Heidi,2018-03-30 02:27:21,11.15,2264871572013,28,Urban
Christopherfurt,2018-04-12 14:37:13,22.91,5928118050739,41,Urban
Karenside,2018-04-28 02:38:11,39.41,4711188257853,5,Urban
Rogerston,2018-04-01 09:27:03,28.54,9963100218298,25,Urban
West Samuelburgh,2018-02-19 11:01:35,17.77,7608984799120,73,Urban
Joneschester,2018-03-17 22:39:55,15.35,2307172112042,39,Urban
West Heidi,2018-02-27 11:19:43,35.19,6998274661093,28,Urban
West Heidi,2018-03-02 09:13:23,23.55,6478066239773,28,Urban
Roberthaven,2018-03-30 15:12:10,16.2,2949492899335,47,Urban
Karenberg,2018-04-07 16:28:35,16.11,4806086618308,22,Urban
Port Angela,2018-03-08 16:32:28,23.06,2750735754263,67,Urban
Hurleymouth,2018-02-07 06:07:37,36.7,174817935586,36,Urban
Simpsonburgh,2018-03-31 11:49:06,24.16,9709763173877,21,Urban
South Jack,2018-03-14 17:18:02,18.66,3511595408654,46,Urban
New Jacobville,2018-03-10 01:02:12,10.63,650454073183,50,Urban
Williamsstad,2018-04-16 16:21:54,32.43,7177820757193,59,Urban
Port Johnbury,2018-03-27 08:26:32,38.99,4115681049074,3,Urban
North Jasmine,2018-02-17 00:27:47,35.11,6620977832578,33,Urban
South Jack,2018-01-03 23:11:22,4.95,9005601861976,46,Urban
Pattyland,2018-04-23 02:57:08,13.01,9345291289088,59,Urban
Raymondhaven,2018-02-16 04:31:29,24.31,8960623511494,11,Urban
Joneschester,2018-04-24 13:07:44,9.78,967059001191,39,Urban
North Jason,2018-02-19 04:45:59,15.87,7791829022351,6,Urban
Williamsstad,2018-02-22 04:25:41,20.56,5813755050580,59,Urban
West Christopherberg,2018-02-19 19:49:30,40.98,752483924594,32,Urban
South Karenland,2018-03-19 14:50:21,23.07,5759339375338,4,Urban
Rodneyfort,2018-03-07 23:37:32,7.78,2859632419166,34,Urban
Lake Scottton,2018-02-05 11:47:56,24.54,3770264244362,58,Urban
Royland,2018-01-26 21:29:46,14.68,1747288700619,64,Urban
Martinezhaven,2018-01-21 01:50:28,42.75,9056087833483,25,Urban
West Patrickchester,2018-03-17 04:51:53,17.38,3066494740812,25,Urban
Raymondhaven,2018-03-31 17:01:37,36.29,8959236448389,11,Urban
West Robert,2018-03-06 06:10:01,22.86,2318924655908,39,Urban
South Evanton,2018-02-25 18:39:11,15.06,8873328684410,11,Urban
West Christopherberg,2018-03-07 20:09:48,32.27,2175995190390,32,Urban
West Josephberg,2018-04-19 01:55:51,42.53,6114371775734,45,Urban
Liumouth,2018-03-06 07:44:32,23.53,2430165353440,69,Urban
West Christopherberg,2018-02-10 19:41:43,8.42,836258929042,32,Urban
Hurleymouth,2018-02-23 13:48:18,18.15,6051426056694,36,Urban
Port Angela,2018-02-26 10:01:46,28.52,6783567697046,67,Urban
West Samuelburgh,2018-01-31 09:17:15,14.11,6038399993379,73,Urban
North Barbara,2018-04-06 09:03:01,26.64,929433010137,18,Urban
Rodneyfort,2018-04-29 00:20:22,44.28,6979257207125,34,Urban
North Jason,2018-04-05 02:05:55,31.89,9988466063962,6,Urban
Port David,2018-02-11 23:07:39,10.05,6921950351964,7,Urban
Raymondhaven,2018-01-27 15:52:21,41.76,7325938233362,11,Urban
Barajasview,2018-03-12 04:54:10,37.05,1829231979881,26,Urban
Liumouth,2018-01-17 16:17:18,33.29,3424319492696,69,Urban
North Barbara,2018-03-24 06:49:11,4.05,5344060775757,18,Urban
Valentineton,2018-04-03 11:34:45,18.62,555060361832,45,Urban
West Samuelburgh,2018-04-17 19:01:44,10.58,2071898775101,73,Urban
Carriemouth,2018-01-15 06:27:59,24.13,7417680158298,52,Urban
Carriemouth,2018-05-08 04:20:00,21.99,117997692054,52,Urban
Erikaland,2018-02-21 20:28:30,12.44,2705086825803,37,Urban
Grahamburgh,2018-01-18 07:41:16,23.35,8084539320626,61,Urban
East Kaylahaven,2018-01-29 13:01:07,9.81,2058424667529,65,Urban
Carriemouth,2018-02-04 00:29:52,24.87,6015598860404,52,Urban
Justinberg,2018-04-14 14:48:43,24.34,1492818096457,39,Urban
Pattyland,2018-01-01 17:22:58,42.11,9614950109785,59,Urban
Royland,2018-04-09 00:32:12,22.89,5157860209922,64,Urban
Huntermouth,2018-03-14 10:37:58,30.49,9537564108817,37,Urban
Huntermouth,2018-01-17 12:10:59,41.48,7802304472162,37,Urban
Huntermouth,2018-02-03 12:19:32,31.43,4782856135575,37,Urban
South Evanton,2018-02-21 08:05:48,34.21,5093964974376,11,Urban
West Robert,2018-04-12 08:17:16,32.48,7544372967170,39,Urban
Raymondhaven,2018-03-02 04:56:41,5.19,4175054279743,11,Urban
Port Frank,2018-04-02 15:48:32,13.55,4849705700770,23,Urban
West Heidi,2018-03-18 04:53:20,4.29,4315017466135,28,Urban
Amandaburgh,2018-04-01 09:24:21,24.29,1995462170530,12,Urban
Liumouth,2018-02-27 18:08:19,43.31,1510929985528,69,Urban
Barajasview,2018-03-15 22:44:08,28.3,1314271514395,26,Urban
New Kimberlyborough,2018-03-19 15:25:24,27.37,533038154167,33,Urban
West Samuelburgh,2018-01-06 08:34:21,43.05,9810772317135,73,Urban
Lake Scottton,2018-01-28 02:32:37,23.95,9483395581537,58,Urban
North Jason,2018-01-14 20:53:44,26.58,8642389596914,6,Urban
East Kaylahaven,2018-03-23 10:48:34,4.64,1908039054942,65,Urban
Johnton,2018-03-15 08:40:23,43.5,7134200570421,27,Urban
Roberthaven,2018-02-22 19:42:54,27.48,9420000697474,47,Urban
Robertport,2018-01-25 01:33:06,44.75,6711343300903,12,Urban
Joneschester,2018-02-16 02:35:16,9.48,4155294950060,39,Urban
Johnton,2018-05-02 02:19:02,32.38,8954815235985,27,Urban
West Anthony,2018-02-19 22:53:02,27.9,4267516319637,70,Urban
Martinezhaven,2018-03-11 20:07:13,7.01,7636746329063,25,Urban
Port Johnbury,2018-03-30 17:59:22,15.17,4900589555228,3,Urban
Williamsview,2018-04-07 02:32:23,19.19,8047769956638,46,Urban
West Robert,2018-02-23 19:46:33,33.24,3055026277315,39,Urban
Barajasview,2018-03-19 12:17:33,26.6,5623058981104,26,Urban
Williamsstad,2018-05-06 12:39:09,40.79,8720870563338,59,Urban
Justinberg,2018-01-22 09:08:49,38.3,1287829992528,39,Urban
Justinberg,2018-04-16 01:26:39,16.58,1476443795435,39,Urban
Carriemouth,2018-02-17 05:01:00,22.66,3717939611043,52,Urban
South Evanton,2018-04-10 05:38:29,30.36,5254904485721,11,Urban
Simpsonburgh,2018-02-14 22:52:40,30.0,7644620182703,21,Urban
New Kimberlyborough,2018-01-07 05:12:12,15.22,7020071980202,33,Urban
Richardfort,2018-04-03 15:07:34,40.77,9496210735824,38,Urban
Williamsview,2018-01-05 00:44:39,21.59,6180215746345,46,Urban
Carriemouth,2018-01-04 15:56:18,31.99,4872537912318,52,Urban
West Christopherberg,2018-04-06 13:59:18,25.31,3275952096570,32,Urban
New Jacobville,2018-04-10 04:16:04,42.92,4021024039865,50,Urban
Karenberg,2018-04-23 21:11:11,26.92,9685096099889,22,Urban
Johnton,2018-02-28 05:42:04,12.02,6670296339067,27,Urban
Amandaburgh,2018-04-20 02:16:07,16.27,3513123734716,12,Urban
Port Frank,2018-04-25 23:04:28,19.43,7792158774140,23,Urban
Martinezhaven,2018-02-03 06:15:55,11.61,3416645088537,25,Urban
Joneschester,2018-03-09 03:25:16,39.32,1553159622320,39,Urban
West Robert,2018-04-07 06:17:04,40.69,502550639735,39,Urban
West Heidi,2018-02-06 00:47:29,40.55,6257937027554,28,Urban
Lake Jonathanshire,2018-01-24 12:24:22,34.65,3319117904437,5,Urban
Johnton,2018-01-22 13:10:36,24.17,7413359170219,27,Urban
South Karenland,2018-01-31 15:50:00,36.28,9219993138886,4,Urban
Liumouth,2018-01-05 19:32:37,27.02,3773616513642,69,Urban
Port Angela,2018-02-08 00:14:45,15.58,7388734438164,67,Urban
Johnton,2018-02-26 09:36:01,18.76,6360819904963,27,Urban
Pattyland,2018-02-05 00:47:59,28.81,115406526815,59,Urban
Deanville,2018-04-26 04:05:05,28.44,3326161310503,49,Urban
West Anthony,2018-03-03 00:24:33,20.71,7550332627602,70,Urban
South Phillip,2018-02-28 14:54:06,42.2,9813556258471,38,Urban
North Jason,2018-01-05 10:59:55,16.22,3842420346576,6,Urban
Loganberg,2018-01-31 23:29:52,13.69,4066009191862,23,Urban
Port Frank,2018-01-27 13:40:02,38.97,5944395790403,23,Urban
South Evanton,2018-03-06 23:01:03,44.41,2760303116294,11,Urban
West Angela,2018-01-22 02:28:03,32.18,4244815728759,48,Urban
Rodneyfort,2018-04-12 23:29:11,27.81,5669400941983,34,Urban
Carriemouth,2018-04-28 09:25:03,37.35,4812351487449,52,Urban
Hurleymouth,2018-02-28 03:20:15,44.85,5104279018287,36,Urban
Lake Danielberg,2018-03-20 05:37:35,33.9,25082058503,19,Urban
Lake Jonathanshire,2018-03-24 16:27:49,14.94,1670908453476,5,Urban
Williamsview,2018-05-04 14:56:45,32.8,2677734881755,46,Urban
West Josephberg,2018-02-19 20:48:16,4.07,1348027294873,45,Urban
Christopherfurt,2018-04-06 22:33:03,27.46,7399938354587,41,Urban
South Phillip,2018-02-01 12:52:11,39.27,5307992243039,38,Urban
New Paulville,2018-02-18 23:43:21,38.97,1733923029962,44,Urban
Grahamburgh,2018-03-24 13:39:38,32.17,2400244207933,61,Urban
Port Johnbury,2018-02-08 10:29:22,7.63,3497571495972,3,Urban
Port David,2018-03-04 00:41:43,23.7,6492204643079,7,Urban
West Ericstad,2018-04-13 09:52:43,22.39,5770758245255,25,Urban
Karenside,2018-05-03 15:31:44,32.68,9194164542801,5,Urban
Valentineton,2018-02-25 02:33:57,10.21,4595886540802,45,Urban
Martinezhaven,2018-03-21 07:56:22,39.26,9867639864905,25,Urban
Huntermouth,2018-03-21 13:31:31,27.96,3030924771455,37,Urban
Rogerston,2018-03-18 12:47:22,8.58,4178975305980,25,Urban
West Angela,2018-03-07 10:38:26,14.8,5022473192100,48,Urban
Rodneyfort,2018-03-15 10:18:45,30.83,4175051895472,34,Urban
North Jasmine,2018-04-24 08:49:13,28.24,8273889689587,33,Urban
Raymondhaven,2018-01-25 06:48:15,14.65,3912461075756,11,Urban
Richardfort,2018-02-19 14:09:20,27.11,8690324801449,38,Urban
West Josephberg,2018-03-16 07:06:47,10.04,6775774050400,45,Urban
Erikaland,2018-05-07 11:23:59,22.72,5590425216650,37,Urban
Royland,2018-01-15 08:50:46,4.1,9409233443225,64,Urban
Roberthaven,2018-03-27 07:24:26,11.51,9185063648602,47,Urban
Justinberg,2018-04-16 05:05:36,27.1,1854545390206,39,Urban
East Kaylahaven,2018-01-04 23:57:27,24.37,5735199074888,65,Urban
North Jason,2018-02-22 07:07:53,18.67,190295095970,6,Urban
Karenside,2018-02-12 20:45:11,25.58,6569017784661,5,Urban
Raymondhaven,2018-02-28 16:10:35,11.26,3122705988715,11,Urban
Amandaburgh,2018-03-13 12:52:31,13.88,6222134922674,12,Urban
Amandaburgh,2018-04-22 21:34:17,42.52,1901157522591,12,Urban
New Jacobville,2018-04-27 14:11:38,37.6,8780897700109,50,Urban
West Ericstad,2018-04-19 20:35:20,5.75,3497133215697,25,Urban
Christopherfurt,2018-01-04 04:30:04,15.47,1471158684562,41,Urban
Port David,2018-03-27 00:20:58,18.43,4635592843405,7,Urban
Martinezhaven,2018-02-15 02:18:44,15.93,9624577513483,25,Urban
West Robert,2018-02-27 04:29:37,22.81,5714311770037,39,Urban
South Michelleport,2018-03-08 04:18:36,27.42,3754244416932,72,Urban
Robertport,2018-05-03 02:36:46,31.62,4852264393826,12,Urban
West Anthony,2018-02-04 15:04:43,20.09,4221519670218,70,Urban
West Angela,2018-03-20 23:44:20,23.83,8750806883711,48,Urban
South Michelleport,2018-05-07 12:25:01,4.47,289109337792,72,Urban
New Paulville,2018-05-01 13:29:10,10.3,1057570440612,44,Urban
Justinberg,2018-02-19 04:01:49,36.27,7286435159398,39,Urban
Leahton,2018-01-08 11:48:08,39.81,457901817044,17,Urban
Justinberg,2018-02-01 21:16:13,31.07,2739645930677,39,Urban
South Latoya,2018-02-12 16:31:30,28.92,5779826808279,10,Urban
Williamsview,2018-02-08 06:11:38,25.3,2324596536285,46,Urban
Joneschester,2018-01-15 21:21:00,13.43,2235858014628,39,Urban
Williamsstad,2018-01-06 20:14:54,43.5,2047847470762,59,Urban
South Karenland,2018-01-25 08:14:54,31.02,500482494804,4,Urban
Carriemouth,2018-04-01 00:35:10,27.84,6589827440342,52,Urban
Valentineton,2018-01-01 14:42:25,12.31,4757042711529,45,Urban
Christopherfurt,2018-03-12 09:22:48,35.57,8286128053094,41,Urban
Huntermouth,2018-02-05 08:10:57,28.58,314351998542,37,Urban
Deanville,2018-02-17 15:51:49,25.33,2749473314662,49,Urban
North Barbara,2018-05-05 09:46:32,26.54,4328278612005,18,Urban
West Angela,2018-01-25 12:19:12,41.05,4602414089174,48,Urban
Martinezhaven,2018-04-15 09:17:59,35.45,4822605030086,25,Urban
West Anthony,2018-01-12 19:38:06,37.66,410252345130,70,Urban
West Samuelburgh,2018-04-25 15:55:24,26.44,4338654863099,73,Urban
West Josephberg,2018-04-29 10:20:58,28.73,1732534308091,45,Urban
Liumouth,2018-04-11 13:52:28,15.55,6828487158380,69,Urban
Karenside,2018-04-04 14:32:35,42.27,6771503242603,5,Urban
Loganberg,2018-04-04 08:04:07,25.93,186095541779,23,Urban
Johnton,2018-01-21 03:20:06,28.59,5597542881853,27,Urban
Carriemouth,2018-03-08 13:35:49,34.32,7984921253550,52,Urban
South Latoya,2018-01-02 00:44:03,43.72,390121563394,10,Urban
South Phillip,2018-03-25 08:38:47,7.04,7931640018113,38,Urban
Lake Danielberg,2018-03-21 19:46:43,14.12,8573675679656,19,Urban
Jerryton,2018-01-27 05:35:02,5.21,2366544103859,64,Urban
Simpsonburgh,2018-04-28 10:54:14,10.07,2994799721179,21,Urban
Amandaburgh,2018-02-06 10:02:30,11.93,7550325158038,12,Urban
